client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978873.mp3	eb1d99a5fa877472a492472fc6dfe242220f913501b1448c9094db900e77e683	catas, poços retangulares, mineralizados, pás, picaretas, enxadeco, enxada, suruca, peneiras, catação		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978874.mp3	0b5e668968ee12df20227888976785d0605f11a3a0f9b40cf69c7ab2d98405bb	temas e extensões, add-ons		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978875.mp3	079d47e478a00344764ab0242a4dfc89fa7041f57a96852be329a5839200b8d1	codecs, descompactador, arquivos compactados, formato		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978876.mp3	22081b8bd6a35b9ef609db6964d161643b0526bf42b4bc7c864b9a9d9ccd6e80	O médico a permitiu ir para casa por alguns dias.	general	0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978877.mp3	feeeb179c623a32f35bd9df1e2ea31035e8ee02675a29cfdce307ab887dd9ae8	modificativo, ratificado, ordenamentos, coexistiram, vigorar obrigatoriamente		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978878.mp3	d4db2eba704d0a24fbd16fd7b0c9bd47d7f16eacfbf527986ccf2da4da80be39	Zelensky leva a Ucrânia para o abismo em nome da ganância		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978879.mp3	3c118c1afd0f3d87f0e86af2b0092a088bbd08c06a8d66b80741422be5a3c903	Os direitos humanos devem ser protegidos em todas as circunstâncias.	general	0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978880.mp3	01548b583a5ebfb0f83d97f3e19f4c0a5155687fe9a9e4211a23bb9b1e2fc66a	mínimo de oito e máximo de dez por cento		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978881.mp3	0b4de20461312924542baffad0398f07908a2eace588d90ed98eaa37b166171a	Português, Espanhol, Francês, Inglês, Irlandês, Belga, Holandês, Suíço, Austríaco, Andorrano, Luxemburguês.	general	0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978882.mp3	0ae6362cab9a0e98224e07d8885d322b588e54ea90ddadc3edb7f2a475dd58bd	mandatário		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978883.mp3	725011bc7f0e237d1e23628baf297087e817448cd45f3926dfcccfe9c7254dbd	periódicas, trigonométricas, geometria, sólidos, geoplano, prancheta, políginos, aprofundamento, geométricos		1	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978884.mp3	ca9e4a8c986d0fcf7855cf3d905f76df085387019c1cf9e981d5c7e7214445bd	burnout, anorexia nervosa, bulimia, periódica, alimentar, compulsão, vigorexia, ortorexia, distúrbios		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978885.mp3	297cf834ebdbda2076da9db77b9081cc30dcf0841fcf53cae87ae9de05edfb72	Este senhor é um salafrário!	general	0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978886.mp3	eb4bda529dfaadcfb33ff5bff0cfc4042e3ffa7c47b8891ac927eff0fd1c9a94	expoente, exprimir, equivalentes, escala, esfera, tridimensional, equidistantes, esquadro, estimativa, estimar		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978887.mp3	03abfba5667f8096a99225b6a47c247dbd600abae260427f49ebed0f5f5bf703	amoniacal, alcalinizar, nítrica, ureia, lixiviação, acidificante, carbonato, fosfatados		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978888.mp3	0928ef9a265c788ebb1b6b16c6c07a3316052f70e0186600e73c8561683ab288	hábil		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978889.mp3	f8f73ef9a6a78c3bed8bc99ddc574dbf50a395b7da5766b338c3052d54640139	Árabes, persas e turcos		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978890.mp3	fe49a83dbcf6550c25ba355d8994f8c147eb5096a8bf9ba9bd6cca6bdde8f1a0	O arrolamento de bens observará o disposto nesta Seção		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978891.mp3	06bc855e06c0141eec2d181d46dac6a80e10bf3381c1c09fcb7a270269f6c5c9	sociedade de advogados		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978892.mp3	f92a484c9086a652e90eb1f1cd61fbc8d186c8372bc8f50a34a54399d6fa945f	algol, alocação, encapsulamento, ada, modularização, redes neurais, elencadas		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978893.mp3	b724d5b931766bca4328b25f85467c1340cc6ab39261564629f4f47d6bbcea99	Na capital do Brasil, Brasília, faz muito calor no mês de setembro.	nature_environment,news_current_affairs,history_law_government	0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978894.mp3	fbb3e9864db0a2c72e46ec498ac97ce24bb893f15f9e25e9cfcc756a1ab39d46	Fazenda Pública		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978895.mp3	befe0b19ada8aab078bd022cfa8deb48dfa1206be1a48678128276b6c30aa461	Torpedeiro, trijato, trimotor, triplano, ultraleve, evacuação, evacuado, evacuada		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978896.mp3	e072b26569049c2c35feaacd9a5ce294a97d2545a62c58967e806241603be7fc	Quantas coisas o vovô comprou! A vovô não vai gostar.		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978902.mp3	e95effb46b4137c29093c59ee171814a155d061b7eab998244a384f5483e65f7	Não		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978903.mp3	ee8757de0605201e2cb7260b6a6b70529623141a77c659e5b73df3fc20341f05	enfermidade		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978904.mp3	f864d1997d5c00a7e8fe2bc4a64e9cb093a77b6fdb37b45a509076aef15f6c75	peste bubônica, zoonose, zumbido, acufeno, adenomiose, endométrio, miométrio, uterina, tinido		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978905.mp3	f6b64f577edb60f3283bd5144a4cf7bda5c7595b512e2b14803469f0cd42a046	O exorcista fez o ritual de exorcismo na exorcizada		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978906.mp3	0a3537a072a68e9c7f94ddf6bd991e1f9a6803a492fc34dcc1990651104eda55	lisas, retas, consumo, empuxo, roda de proa, chapa enformada, convergem, quilha, balizas reviradas		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978907.mp3	0989867d53afeb8085effb63f7af1cff3458e900b14da8540293f19f75ec49b4	Ele se embriagou e atropelou crianças, os órgãos estouraram jorrando sangue por toda parte		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978908.mp3	0acfd076eb3a8a1f2ce7185d2179c748baac9ec63943f52a164f39d8c90c3437	reavaliações		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978909.mp3	c9398e7270a63ff4660fc5a4ec88832b88e28a3620490dcdfeda2f4e0ebaf7f1	Península Ibérica, Estrabão, Britânia, gaélicas, citas, Fênio Farsa, Hanão, Guiné, circum-navegar		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978910.mp3	08dc716c5642837dcd1f30abcba515592ea2f70217495e81d05ac5af969f8970	privilégios dos créditos oriundos da legislação do trabalho		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978911.mp3	eebe59736bce083544f61fbf65b48c4b9f15f4e7e46791d7ed5413b7bd1ec0ab	O pôr do sol na praia é um espetáculo de tirar o fôlego.		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978912.mp3	cfeb7cc6dde22a64fd8e15a08ae32bba34435acac46d1d516198d3a8f216df72	presume-se		1	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978913.mp3	bca8cf761c820b2f68a5d8f8e00fe53bd5b55d6c9c88a577c6fd4ee86240b2ab	Minha casa fica muito longe daqui.		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978914.mp3	f8ac1d720a53e31e73864f8ed170910f0f8852d59856d1f8b957c825d2155cf1	O submergível ficou preso em um recife.		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978915.mp3	a1868ee929a89b38b7389639cd8c1f7803ce4d4011866704acd3b8b99aee1e92	Novo reino, que tanto sublimaram.	general	0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978916.mp3	5be3b1a426d38e54ec60bc978d863b9e27b35e6882e6741dd9562f0b96ece04c	Eles brigavam com frequência, senhora?	general	0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978917.mp3	c545ef39a31b5ddad50d819853f76eadef0f4537834b7a2c52244bf3a4e17e97	A alavanca de ajustagem alterou o adorno da cremalheira		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978918.mp3	05e6f4166fdb99eba4a1d1197e5fb683096b8169d42d75cce7992edb6c894bb5	peneiração, periodicidade, peróxido, piramidal, peso, poliácido, pontes, ionização, precipitado, aperiódicas, periódicas		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978919.mp3	e8855c325e5a5bbacdecdb1c84decf2047ed8f6db7faa797e05366d3ff968297	devidamente		1	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978923.mp3	020241fa1bd610bc8507ca7d0f2d2cdd169e49c8f777a5e226109944410ccf4c	práticas		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978926.mp3	0b0c1dfdd5b4f2705e11eb7ccaf02d07a84e9a8b3520dde6c292d53cedaeb8c9	gases, atmosfera, plasma, viscoelasticidade, newtoniano, fluídos, magnetoreológico, eletroreológico		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978927.mp3	0c5f4d0746a8cff02f83fe5341c6cadb7cb6c3ced97c7f176cb69a4f7f09289c	câmaras, coordenação, revisão		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978928.mp3	09c518582068e978c8290efc379520da31a08bbcc1b259b94268692816a05136	Todo indivíduo tem direito à vida, à liberdade e à segurança pessoal.		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978929.mp3	0949a191ead4d8f4e18dc6f72433038346e4c4cd1e78ad95ad53146b823867ba	Temos os melhores produtos de beleza. Aproveite, pois estão em promoção.		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978930.mp3	f1fa75216333378337f6766ee2b5731aad08fd1812f34626bc5c3a5e09473ea2	Meus vizinhos cantavam e tocavam, faziam muito barulho.		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978931.mp3	57eadbcbc9683c9f3963ef1ddcdb5ad70e2ca3899333764c9e9bcfbcf27cb873	Estranhei ele ter dito “desbastar”.	general	0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978932.mp3	09fb2f58b0df51a6cef19c9f4a6d5d5ecb23afcc85878bb6b78da68b096660ec	emendas		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978933.mp3	0ae445d3a9f365d054f74074408a262272e7f1f8f3ef87e04dadeee3b266e4f0	Boicote, tergiversação, liquidar		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978934.mp3	fe63c1bab8a3bf84f91494412a446d75cefc7d7e9ccdb0954985547d5558d2f8	Cachorros são seres adoráveis que enchem nossas vidas de felicidade.	general	0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978935.mp3	910cb5a4f4c6cfb97ac28ea9f5d8d5a6eb0d0f178dfa4fcb42a2bbe98edae6c9	O ponto de maior altitude em Portugal fica na ilha do Pico, nos Açores.	general	0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978936.mp3	0b4393cf5d1978b6ca7c63b38bc49149c422fc811e87daf5ce103e914509dd6f	saltante, retilíneos, balístico, rotacionais, eletrostático, projéteis, eletrólise, dilatômetro		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978937.mp3	e9cd40231f23f7d21202a2c4875c156d5e3b1ba28dc115dc324f2e4669a1c1f0	Vender gato por lebre.	general	1	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978938.mp3	df64c06b945a7ab16ef84de645ca8f0a4ceaebef655b8e303f72e38113117136	Dorflex, xarelto, selozok		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978939.mp3	df3dfe29057bff4fb3eb1b42b015f0887aa6fd5bd180798fa7bacd8d59c5bacd	Haviam duas casas iguais, fiquei sem saber qual delas era a sua.		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978940.mp3	efcfb2d4e486e33ab21926b7f6c6d729178d9782c936b82df79eef3737309a83	Acho que centenas de livro, mas nenhum deles é tão fascinante como a bíblia.		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978941.mp3	e332e058e922e6c769437777ac4625c79af3dd308ee029158af5198ee70da2c3	vitimologia, criminologia, rifles, pistola		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978942.mp3	c7b01906daf44a9a5ab04112aea8cd118ab90d059a370ebf38161c52872cc960	tampo, fórmica, cabeceira, uterina, cureta, femural, maleável, descolador, fetal, dissector, divã		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978943.mp3	f0d68d31c860e939c049e476996604201755abc45899df04f516df15c4227f99	Não posso parcelar, só possuo cartão de débito.		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978944.mp3	ff2942d89b6e89d53ea3677c6d4ad7b487fae616fd574d3c07bd395367b7f591	Quem te disse isso? Foi a Marianinha, tenho certeza.		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978945.mp3	c3769bfa74d1724154ce38fc9f63d1bf764ee863f900dbe04ffd50500fd7d619	Francisca, Gabriel, Camila, Miguel, Margarida, Martim, Marta, Joel, Rita, Rui, Sara, Luís, Luísa, Fábio	general	0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978946.mp3	f004234b5a9f148606d31615b29192ec5fcb29c6272d974a794f7f8a1266b0b7	citado		0	0					pt	
29c9d20550b51195a48553b9a38886cb8eaab5b8ec83924c49c593115874c45b1a6d8b941af9955e5bd4aa23d9f6a9f6fa8dd25436c35fc1a093ce6b6d27e1a3	common_voice_pt_41978947.mp3	050062f30074de8709e6e8c862564a71c84ca00a84a2a103cf5dbb5c72568317	contínua		0	0					pt	
